linha,cnae_raw,cnae,descricao,anexo,fator_r,aliquota,atende,categoria_slug,flags,url
"201","8591100","8591100","Ensino de esportes","III","Sim","6","Atende","educacao","par_fator_r","/consulta-cnae/educacao/8591100-ensino-de-esportes/"
"202","8592901","8592901","Ensino de dança","V","Sim","15.5","Atende","educacao","par_fator_r","/consulta-cnae/educacao/8592901-ensino-de-danca/"
"203","8592901","8592901","Ensino de dança","III","Sim","6","Atende","educacao","par_fator_r","/consulta-cnae/educacao/8592901-ensino-de-danca/"
"204","8592902","8592902","Ensino de artes cênicas, exceto dança","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8592902-ensino-de-artes-cenicas-exceto-danca/"
"205","8592903","8592903","Ensino de música","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8592903-ensino-de-musica/"
"206","8592999","8592999","Ensino de arte e cultura não especificado anteriormente","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8592999-ensino-de-arte-e-cultura-nao-especificado-anteriormente/"
"207","8593700","8593700","Ensino de idiomas","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8593700-ensino-de-idiomas/"
"208","8599603","8599603","Treinamento em informática","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8599603-treinamento-em-informatica/"
"209","8599604","8599604","Treinamento em desenvolvimento profissional e gerencial","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8599604-treinamento-em-desenvolvimento-profissional-e-gerencial/"
"210","8599605","8599605","Cursos preparatórios para concursos","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8599605-cursos-preparatorios-para-concursos/"
"211","8599699","8599699","Outras atividades de ensino não especificadas anteriormente","III","Não","6","Atende","educacao","","/consulta-cnae/educacao/8599699-outras-atividades-de-ensino-nao-especificadas-anteriormente/"
"212","8610101","8610101","Atividades de atendimento hospitalar, exceto pronto-socorro e unidades para atendimento a urgências","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8610101-atividades-de-atendimento-hospitalar-exceto-pronto-socorro-e-unidades-para-atendimento-a-urgencias/"
"213","8630501","8630501","Atividade médica ambulatorial com recursos para realização de procedimentos cirúrgicos","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630501-atividade-medica-ambulatorial-com-recursos-para-realizacao-de-procedimentos-cirurgicos/"
"214","8630502","8630502","Atividade médica ambulatorial com recursos para realização de exames complementares","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630502-atividade-medica-ambulatorial-com-recursos-para-realizacao-de-exames-complementares/"
"215","8630503","8630503","Atividade médica ambulatorial restrita a consultas","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630503-atividade-medica-ambulatorial-restrita-a-consultas/"
"216","8630504","8630504","Atividade odontológica","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630504-atividade-odontologica/"
"217","8630506","8630506","Serviços de vacinação e imunização humana","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630506-servicos-de-vacinacao-e-imunizacao-humana/"
"218","8630507","8630507","Atividades de reprodução humana assistida","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630507-atividades-de-reproducao-humana-assistida/"
"219","8630599","8630599","Atividades de atenção ambulatorial não especificadas anteriormente","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8630599-atividades-de-atencao-ambulatorial-nao-especificadas-anteriormente/"
"220","8640201","8640201","Laboratórios de anatomia patológica e citológica","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640201-laboratorios-de-anatomia-patologica-e-citologica/"
"221","8640201","8640201","Laboratórios de anatomia patológica e citológica","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640201-laboratorios-de-anatomia-patologica-e-citologica/"
"222","8640202","8640202","Laboratórios clínicos","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640202-laboratorios-clinicos/"
"223","8640202","8640202","Laboratórios clínicos","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640202-laboratorios-clinicos/"
"224","8640203","8640203","Serviços de diálise e nefrologia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640203-servicos-de-dialise-e-nefrologia/"
"225","8640204","8640204","Serviços de tomografia","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640204-servicos-de-tomografia/"
"226","8640204","8640204","Serviços de tomografia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640204-servicos-de-tomografia/"
"227","8640205","8640205","Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640205-servicos-de-diagnostico-por-imagem-com-uso-de-radiacao-ionizante-exceto-tomografia/"
"228","8640205","8640205","Serviços de diagnóstico por imagem com uso de radiação ionizante, exceto tomografia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640205-servicos-de-diagnostico-por-imagem-com-uso-de-radiacao-ionizante-exceto-tomografia/"
"229","8640206","8640206","Serviços de ressonância magnética","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640206-servicos-de-ressonancia-magnetica/"
"230","8640206","8640206","Serviços de ressonância magnética","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640206-servicos-de-ressonancia-magnetica/"
"231","8640207","8640207","Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640207-servicos-de-diagnostico-por-imagem-sem-uso-de-radiacao-ionizante-exceto-ressonancia-magnetica/"
"232","8640207","8640207","Serviços de diagnóstico por imagem sem uso de radiação ionizante, exceto ressonância magnética","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640207-servicos-de-diagnostico-por-imagem-sem-uso-de-radiacao-ionizante-exceto-ressonancia-magnetica/"
"233","8640208","8640208","Serviços de diagnóstico por registro gráfico – ecg, eeg e outros exames análogos","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640208-servicos-de-diagnostico-por-registro-grafico-ecg-eeg-e-outros-exames-analogos/"
"234","8640208","8640208","Serviços de diagnóstico por registro gráfico – ecg, eeg e outros exames análogos","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640208-servicos-de-diagnostico-por-registro-grafico-ecg-eeg-e-outros-exames-analogos/"
"235","8640209","8640209","Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640209-servicos-de-diagnostico-por-metodos-opticos-endoscopia-e-outros-exames-analogos/"
"236","8640209","8640209","Serviços de diagnóstico por métodos ópticos – endoscopia e outros exames análogos","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","par_fator_r","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640209-servicos-de-diagnostico-por-metodos-opticos-endoscopia-e-outros-exames-analogos/"
"237","8640210","8640210","Serviços de quimioterapia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640210-servicos-de-quimioterapia/"
"238","8640211","8640211","Serviços de radioterapia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640211-servicos-de-radioterapia/"
"239","8640212","8640212","Serviços de hemoterapia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640212-servicos-de-hemoterapia/"
"240","8640213","8640213","Serviços de litotripsia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640213-servicos-de-litotripsia/"
"241","8640214","8640214","Serviços de bancos de células e tecidos humanos","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640214-servicos-de-bancos-de-celulas-e-tecidos-humanos/"
"242","8640299","8640299","Atividades de serviços de complementação diagnóstica e terapêutica não especificadas anteriormente","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8640299-atividades-de-servicos-de-complementacao-diagnostica-e-terapeutica-nao-especificadas-anteriormente/"
"243","8650001","8650001","Atividades de enfermagem","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650001-atividades-de-enfermagem/"
"244","8650002","8650002","Atividades de profissionais da nutrição","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650002-atividades-de-profissionais-da-nutricao/"
"245","8650003","8650003","Atividades de psicologia e psicanálise","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650003-atividades-de-psicologia-e-psicanalise/"
"246","8650004","8650004","Atividades de fisioterapia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","linha_duplicada_identica","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650004-atividades-de-fisioterapia/"
"247","8650004","8650004","Atividades de fisioterapia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","linha_duplicada_identica","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650004-atividades-de-fisioterapia/"
"248","8650005","8650005","Atividades de terapia ocupacional","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650005-atividades-de-terapia-ocupacional/"
"249","8650006","8650006","Atividades de fonoaudiologia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650006-atividades-de-fonoaudiologia/"
"250","8650007","8650007","Atividades de terapia de nutrição enteral e parenteral","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650007-atividades-de-terapia-de-nutricao-enteral-e-parenteral/"
"251","8650099","8650099","Atividades de profissionais da área de saúde não especificadas anteriormente","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8650099-atividades-de-profissionais-da-area-de-saude-nao-especificadas-anteriormente/"
"252","8660700","8660700","Atividades de apoio à gestão de saúde","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8660700-atividades-de-apoio-a-gestao-de-saude/"
"253","8690901","8690901","Atividades de práticas integrativas e complementares em saúde humana","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8690901-atividades-de-praticas-integrativas-e-complementares-em-saude-humana/"
"254","8690903","8690903","Atividades de acupuntura","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8690903-atividades-de-acupuntura/"
"255","8690904","8690904","Atividades de podologia","III","Sim","6","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8690904-atividades-de-podologia/"
"256","8690999","8690999","Outras atividades de atenção à saúde humana não especificadas anteriormente","V","Sim","15.5","Atende","atividades-de-atencao-a-saude-humana","fator_r_sim_sem_par","/consulta-cnae/atividades-de-atencao-a-saude-humana/8690999-outras-atividades-de-atencao-a-saude-humana-nao-especificadas-anteriormente/"
"257","9001901","9001901","Produção teatral","III","Não","6","Atende","atividades-artisticas-criativas-e-de-espetaculos","","/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001901-producao-teatral/"
"258","9001902","9001902","Produção musical","III","Não","6","Atende","atividades-artisticas-criativas-e-de-espetaculos","","/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001902-producao-musical/"
"259","9001903","9001903","Produção de espetáculos de dança","III","Não","6","Atende","atividades-artisticas-criativas-e-de-espetaculos","","/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001903-producao-de-espetaculos-de-danca/"
"260","9001904","9001904","Produção de espetáculos circenses, de marionetes e similares","III","Não","6","Atende","atividades-artisticas-criativas-e-de-espetaculos","","/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001904-producao-de-espetaculos-circenses-de-marionetes-e-similares/"
"261","9001905","9001905","Produção de espetáculos de rodeios, vaquejadas e similares","III","Não","6","Atende","atividades-artisticas-criativas-e-de-espetaculos","","/consulta-cnae/atividades-artisticas-criativas-e-de-espetaculos/9001905-producao-de-espetaculos-de-rodeios-vaquejadas-e-similares/"
