cnae_fmt,cnae_raw,descricao,atende,incluido_simples,pode_mei,anexos_romano,aliquotas_faixa,fator_r,secao_cod,secao,divisao_cod,divisao,grupo_cod,grupo,classe_cod,classe,atividades_compreende,atividades_nao_compreende,descritores,relacionados,_status,_flags,_nota,_confianca
"3314-7/06","3314706","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, APARELHOS E EQUIPAMENTOS PARA INSTALAÇÕES TÉRMICAS","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de estufas, secadores, fornos industriais e equipamentos para instalações térmicas || a manutenção e reparação de equipamentos alimentados por energia solar","","APARELHOS E EQUIPAMENTOS NÃO-ELETRICOS PARA INSTALAÇÕES TÉRMICAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || COLETORES SOLARES, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ESTUFAS E FORNOS ELÉTRICOS PARA FINS INDUSTRIAIS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ESTUFAS, SECADORES E AUTOCLAVES NÃO-ELÉTRICOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314707|3314708|3314709|3314710|3314711|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/07","3314707","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de balcões e câmaras frigoríficas || a manutenção e reparação de exaustores, ventiladores e outros aparelhos de ventilação de uso industrial e comercial || a manutenção e reparação de outras máquinas e aparelhos de refrigeração e ventilação de uso industrial e comercial","","APARELHOS DE REFRIGERAÇÃO E VENTILAÇÃO DE USO INDUSTRIAL, N.E., MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ASPIRADORES INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || BALCÕES E CÂMARAS FRIGORÍFICAS, DE USOS INDUSTRIAL E COMERCIAL, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || BEBEDOUROS ELÉTRICOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || COIFAS (EXAUSTORES INDUSTRIAIS), MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || CONGELADORES OU CONSERVADORES COMERCIAIS (FREEZERS), MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || EXAUSTORES INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E APARELHOS DE REFRIGERAÇÃO PARA USO INDUSTRIAL E COMERCIAL, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E APARELHOS DE VENTILAÇÃO PARA USO INDUSTRIAL E COMERCIAL, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || REFRIGERADORES COMERCIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || VENTILADORES INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314708|3314709|3314710|3314711|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/08","3314708","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS, EQUIPAMENTOS E APARELHOS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de empilhadeiras, carregadores mecânicos, macacos hidráulicos e outros aparelhos para carga, descarga e manipulação de mercadorias","a instalação, manutenção e reparação de elevadores, escadas ou esteiras rolantes, quando executadas por empresa especializada (4329-1/03)","EMPILHADEIRAS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || GUINDASTES, MANUTENÇÃO DE || MACACOS HIDRÁULICOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA TRANSPORTE E ELEVAÇÃO DE CARGAS(EXCETO ELEVADORES), MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || TRANSPORTADORES MECÂNICOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314709|3314710|3314711|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/09","3314709","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS DE ESCREVER, CALCULAR E DE OUTROS EQUIPAMENTOS NÃO ELETRÔNICOS PARA ESCRITÓRIO","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas de escrever, mimeógrafos, duplicadores e outras máquinas para escritório","a reparação e manutenção de computadores e equipamentos periféricos (9511-8/00)","CAIXAS REGISTRADORAS; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS DE CALCULAR, ELETRÔNICAS, MANUAIS OU DE MESA; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS DE CONTABILIDADE; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS DE ESCREVER, CALCULAR E OUTROS EQUIPAMENTOS NÃO-ELETRÔNICOS PARA ESCRITÓRIO, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS DE ESCREVER, MANUAL E ELÉTRICA; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS DE ESCRITÓRIO; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314710|3314711|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/10","3314710","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO GERAL NÃO ESPECIFICADOS ANTERIORMENTE","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas e equipamentos para embalar e ensacar || a manutenção e reparação de máquinas e aparelhos para saneamento básico e ambiental || a manutenção e reparação de máquinas automáticas para vendas de produtos || a manutenção e reparação de extintores de incêndio || a manutenção e reparação de calandras || a manutenção e reparação de outras máquinas e equipamentos de uso geral, não especificados anteriormente","","BALANÇAS COMERCIAIS E INDUSTRIAIS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || BOMBAS PARA DISTRIBUIÇÃO DE COMBUSTÍVEIS, MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || CABINAS PARA PINTURA, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || CALANDRAS INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ENSACADEIRA AUTOMÁTICA, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || EXTINTORES DE INCÊNDIO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || FILTROS INDUSTRIAIS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || INCINERADORES, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || LAVADORAS DE CARPETE E ESTOFADOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS AUTOMÁTICAS PARA LAVAR E LUBRIFICAR CARROS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS AUTOMÁTICAS PARA VENDA DE PRODUTOS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA BARES E LANCHONETES, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA EMBALAR E ENSACAR, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA FATIAR (COMERCIAL), MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA SANEAMENTO BÁSICO E AMBIENTAL; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || TROCADORES (PERMUTADORES) DE CALOR, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314711|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/11","3314711","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA AGRICULTURA E PECUÁRIA","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas para agricultura: arados, grades, adubadoras, semeadeiras, colheitadeiras, trilhadeiras e semelhantes || a manutenção e reparação de máquinas e equipamentos para avicultura, apicultura, cunicultura e criação de pequenos animais (incubadoras, criadeiras, comedouros, colméias, fumigadores, etc.) || a manutenção e reparação de máquinas, aparelhos e materiais para obtenção de produtos de origem animal (ordenhadeiras mecânicas, tosquiadores de lã, etc.) || a manutenção e reparação de máquinas para beneficiamento ou preparação de produtos agrícolas: máquinas para beneficiar algodão, café, arroz, debulhadoras para milho, arroz, etc., instalações para classificação, seleção e beneficiamento de frutas e semelhantes || a manutenção e reparação de outras máquinas e equipamentos para agricultura, avicultura e obtenção de produtos animais","a manutenção e reparação de tratores agrícolas, quando executadas por empresa especializada (3314-7/12)","ADUBADORAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || APARELHOS E MÁQUINAS PARA APICULTURA E CRIAÇÃO DE PEQUENOS ANIMAIS, MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ARADOS, MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || CULTIVADORES AGRÍCOLAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || DISTRIBUIDORES DE FERTILIZANTES, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || INCUBADORAS AVÍCOLAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E APARELHOS PARA AVICULTURA, MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E EQUIPAMENTOS PARA IRRIGAÇÃO AGRÍCOLA; MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA AGRICULTURA, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || PULVERIZADORES, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || TOSQUIADORES DE LÃ, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314712|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/12","3314712","MANUTENÇÃO E REPARAÇÃO DE TRATORES AGRÍCOLAS","Atende","Sim","Sim","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de tratores agrícolas","a manutenção e reparação de máquinas e equipamentos para agricultura e pecuária (3314-7/11)","TRATORES AGRÍCOLAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314713|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/13","3314713","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS FERRAMENTA","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas-ferramenta para trabalhar metais, madeiras, pedras, borracha endurecida, plástico endurecido, etc. || a manutenção e reparação de máquinas-ferramenta não-elétricas || a manutenção e reparação de ferramentas elétricas manuais (furadeiras, lixadeiras, politrizes, serras, etc.) ou de funcionamento com ar comprimido || a manutenção e reparação de máquinas-ferramenta de comando numérico ou que integre várias fases do trabalho","","CENTROS DE USINAGEM, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || FERRAMENTAS ELÉTRICAS MANUAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || FURADEIRAS, LIXADEIRAS, POLITRIZES E OUTRAS FERRAMENTAS INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || LAMINADORES PARA MADEIRA, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MOTOSSERRAS, REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E EQUIPAMENTOS PARA SOLDA; REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA DE COMANDO NUMÉRICO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA NÃO-ELÉTRICOS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA PARA INDUSTRIA DA BORRACHA, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA PARA SERRARIAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA PARA TRABALHAR METAIS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS-FERRAMENTA; REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || PRENSAS INDUSTRIAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || TORNOS INDUSTRIAIS, MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314712|3314714|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/14","3314714","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA A PROSPECÇÃO E EXTRAÇÃO DE PETRÓLEO","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de equipamentos para a indústria de prospecção e extração de petróleo (perfuratrizes, sondas, brocas rotativas, etc.)","","MÁQUINAS E EQUIPAMENTOS PARA A INDUSTRIA DE PROSPECÇÃO E EXTRAÇÃO DE PETRÓLEO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || PERFURATRIZES PARA PROSPECÇÃO E EXTRAÇÃO DE PETRÓLEO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314712|3314713|3314715|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/15","3314715","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS PARA USO NA EXTRAÇÃO MINERAL, EXCETO NA EXTRAÇÃO DE PETRÓLEO","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas e equipamentos de uso na extração mineral || a manutenção e reparação de máquinas para beneficiar minerais (para classificação, separação, lavagem, trituração, etc.)","","MÁQUINAS E EQUIPAMENTOS PARA A EXTRAÇÃO E BENEFICIAMENTO DE MINÉRIOS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E EQUIPAMENTOS PARA BENEFICIAR MINERAIS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314712|3314713|3314714|3314716|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/16","3314716","MANUTENÇÃO E REPARAÇÃO DE TRATORES, EXCETO AGRÍCOLAS","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de tratores de rodas ou de esteira","a manutenção e reparação de tratores agrícolas, quando executadas por empresa especializada (3314-7/12)","TRATORES, EXCETO AGRÍCOLAS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314712|3314713|3314714|3314715|3314717|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
"3314-7/17","3314717","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DE TERRAPLENAGEM, PAVIMENTAÇÃO E CONSTRUÇÃO, EXCETO TRATORES","Atende","Sim","Não","III","III:De 6% até 33%","Não","C","INDÚSTRIAS DE TRANSFORMAÇÃO","33","MANUTENÇÃO, REPARAÇÃO E INSTALAÇÃO DE MÁQUINAS E EQUIPAMENTOS","331","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS","33147","MANUTENÇÃO E REPARAÇÃO DE MÁQUINAS E EQUIPAMENTOS DA INDÚSTRIA MECÂNICA","a manutenção e reparação de máquinas e equipamentos de terraplenagem, pavimentação e construção (escavadoras, escarificadores, perfuradoras, pás mecânicas, rolos compressores, betoneiras e semelhantes)","a manutenção e reparação de máquinas e equipamentos de uso na extração mineral, quando executada por empresa especializada (3314-7/14) e (3314-7/15)","BETONEIRAS, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || ESCAVADEIRAS OU ESCAVADORAS(MÁQUINAS PARA TERRAPLENAGEM, MINERAÇÃO,CONSTRUÇÃO E ETC); MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MISTURADORES E ESPALHADORES DE ASFALTO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MOTONIVELADORAS PARA TERRAPLENAGEM, MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E EQUIPAMENTOS DE TERRAPLENAGEM E PAVIMENTAÇÃO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS E EQUIPAMENTOS PARA A INDUSTRIA DA CONSTRUÇÃO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || MÁQUINAS PARA PAVIMENTAÇÃO, N.E.(EXCETO TRATORES), MANUTENÇÃO E REPARAÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || PÁS MECÂNICAS, ESCAVADORES, CARREGADORAS E PÁS-CARREGADORAS, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA || VIBRADORES DE CONCRETO, REPARAÇÃO E MANUTENÇÃO EXECUTADA POR UNIDADE ESPECIALIZADA","3311200|3312102|3312103|3312104|3313901|3313902|3313999|3314701|3314702|3314703|3314704|3314705|3314706|3314707|3314708|3314709|3314710|3314711|3314712|3314713|3314714|3314715|3314716|3314718|3314719|3314720|3314721|3314722|3314799|3315500|3316301|3316302|3317101|3317102|3319800|3321000|3329501|3329599","OK","","","nao-ratificado"
